,product,sentiment,hashtags,clean_tweet
283,apple,positive,"['sxsw', 'apple']",makeshift apple store at th and congress you're kidding me amazing sxsw apple
284,apple,neutral,['sxsw'],temporary apple store at sxsw  huge line  
285,apple ipad,positive,"['apple', 'sxsw', 'fanboy']",temporary apple store at sxsw is really cool  as is the ipad    apple sxsw fanboy
286,apple,positive,['sxsw'],temporary apple store being set up for sxsw  shit now the temptation is going to be out of control 
287,apple,neutral,['sxsw'],temporary apple store for sxsw line goes around the block 
288,apple ipad,neutral,"['ipad2', 'sxsw']",temporary apple store opens  th  congress tomorrow  ipad  sxsw
289,apple,positive,"['ipad', 'sxsw']",temporary apple store opens at pm at th and congress line already growing  ipad  view io  via  sxsw
290,apple,positive,"['sxsw', 'ipad2']",temporary apple store will be a block from my office ca not wait to see the line tomorrow photos to come   sxsw ipad 
291,apple ipad,neutral,['sxsw'],the sxsw apple store opens at noon each day and closes when they run out of ipad s why did not i buy stock  years ago 
292,apple,neutral,['sxsw'],base camp apple  sxsw 
293,apple app,negative,['sxsw'],ipad news apps o last year' at sxsw 
294,apple app,positive,['sxsw'],  iphone apps you ll probably need and use during sxsw 
295,google other,positive,['sxsw'],now there are   million mobile google maps users  sxsw
296,apple,neutral,['sxsw'],the lines are already forming at apple pop up store in austin are not these people here to see the festival   sxsw
297,android app,positive,['sxsw'],and a few are android too rt   new mobile apps i ll be using at  sxsw  
298,android,neutral,['sxsw'], sxsw you are attending sxsw report what you see with your android phone get bannka app 
299,apple app,positive,['sxsw'],ipad apps are just like software development in that once you release it you have to start working on the update  sxsw
300,apple iphone,neutral,"['sxsw', 'iphone']",my tweets are stalled data sluggish come on at t verizon is embarrassing iphone customers who have not switched  sxsw iphone
301,google,neutral,"['itsnot', 'sxsw']",those who are tweeting that google is coming out with circles platform today are outside of the circle keep up itsnot sxsw
303,apple ipad,neutral,"['sxsw', 'electricnews']",slate see as much traffic to mobile safari as to their app on the ipad sxsw electricnews
304,apple,neutral,"['apple', 'sxsw']",unloading at apple store corner of th and congress in austin temp store for sxsw  
305,apple ipad,neutral,['sxsw'],great day at sxsw but jaloux of   his new ipad look at him on school bus on st day of school 
306,apple app,neutral,['sxsw'],i arrived at sxsw and my  issue has not been resolved dying to use the iphone app but cant login rt  we're on it
307,apple iphone,neutral,"['sxsw', 'travellerarlaunch']",i will be at sxsw for screenburn  launch of my clients new iphone game travellerarlaunch find out more at 
308,apple ipad,neutral,['sxsw'],if anyone at sxsw wants to see a demo of piccraft or an ipad  find me
311,apple ipad,neutral,['sxsw'],if you're at sxsw and want an ipad  apple setting up a temporary store check it out  
312,apple ipad,positive,"['sxsw', 'ipad', 'apple']",overheard at sxsw the ipad is a relaxing computer  agreed  ipad apple
313,apple iphone,negative,"['sxsw', 'shocked']",overheard at sxsw interactive  arg i hate the iphone i want my blackberry back  shocked
314,android,neutral,['sxsw'],if you're at sxsw meet our author and a host of android devs sat at   pm hilton room  ab 
315,apple,negative,['sxsw'],   at sxsw  apple comes up with cool technology no one ever heard of because they do not go to conferences  
316,apple ipad,neutral,['sxsw'],for those at sxsw apple sets up    square foot temporary store at sxsw to sell new ipads test potential traffic 
317,google,neutral,['sxsw'],overheard at sxsw  google does not launch products at other people events 
318,apple,neutral,['sxsw'],nerd bait at sxsw apple set to open popup shop in core of sxsw action 
319,apple,neutral,['sxsw'],long line at sxsw what else  apple store 
320,apple ipad,positive,"['sxswi', 'sxsw']",last year at sxswi everbody was talking about the ipad this year it social media driven revolutions this year is better  sxsw
321,apple,positive,['sxsw'],long line at apple pop up store for ipad  great marketing apple  sxsw
322,google,positive,"['agileagency', 'sxsw']",   at google  people do the work of  people rather than  people doing the work of   agileagency sxsw 
323,apple ipad,positive,['sxsw'],knackered at home playing with ipad and updating iphone but timeline smashed with partytweets ca not make me go to bed  sxsw
324,apple iphone,negative,"['sxsw', 'amateurhour']",overheard at mdw and i will second it  halfway through my iphone battery already and i have not even boarded the plane to sxsw  amateurhour
325,apple,positive,"['technews', 'tech_news', 'apple', 'jobs_co', 'sxsw', 'tech']", technews at sxsw apple schools the marketing experts  tech news apple jobs co sxsw tech
326,google,positive,"['googledoodle', 'sxsw']",first day at sxsw  fun final presentation on google doodles  googledoodle sxsw
327,apple ipad,positive,"['apple', 'austin', 'sxsw']",huge line at the apple store in austin  sxsw crowd tripping over each other to get the new ipad
328,google,positive,"['google', 'aclu', 'sxsw']",if ur not at the google aclu  party  u should be  sxsw
329,apple,neutral,['sxsw'],the queue at the apple pop up store sxsw 
330,apple,unknown,['sxsw'],the queue at the apple store in austin is four blocks long crazy stuff  sxsw
332,google,neutral,['sxsw'],the woman at the google talk sounded just like chelsea handler lol sxsw
333,apple ipad,positive,['sxsw'],i laughed at the ipad until i spent this week hauling my macbook everywhere now i really want an ipad and a shoulder rub  sxsw
334,apple app,positive,['sxsw'],any sxsw attendees need a qr code reader for their iphone tweet us an image of you with your badge and the first  get optiscan free 
335,apple ipad,positive,"['sxsw', 'apple']",hey sxsw attendees  you should hop in line at the apple store now only four days til your new ipad comes in  
336,google,neutral,['sxsw'],is anyone attending to the google  aclu party  sxsw if so could you plz up some pictures thanks  sxsw
337,apple,neutral,['sxsw'],march   austin tx will people line up at the sxsw registration or at the apple store   
338,google,neutral,"['sxsw', 'yelp', 'itouru']",landed in austin spotted the google places ads for sxsw at the airport  the ultimate austin pocket guide  more like yelp than itouru
339,android,negative,['sxsw'],they took away the lego pit but replaced it with a recharging station   sxsw and i might check prices for an iphone  crap samsung android
340,apple,neutral,['sxsw'],   awesome to meet   and  standing in the apple queue at sxsw yesterday on to day    so cute 
341,apple,negative,"['gamestorming', 'sxsw']",  bad apple shows up late qs the process poo poos ideas leaves early can even be i'm too creative or busy gamestorming sxsw
342,google,neutral,['sxsw'],  bahrain govt turned off google earth as a result more people learned about it and govt had to turn it back on  sxsw
343,apple ipad,negative,['sxsw'],trying to balance the power of power needs on iphone vs ipad at sxsw this g ipad sucks it out quick might have go airplane mode 
345,apple iphone,positive,"['winning', 'sxsw']",my iphone battery at    winning at sxsw
346,apple iphone,negative,"['sxsw', 'precommerce']",my iphone battery ca not keep up with my tweets thanks apple  sxsw  precommerce
347,google,neutral,"['sxsw', 'google']",will this be another google wave rt  we interrupt your regularly scheduled sxsw geek programming w big google news 
348,apple,positive,"['ipadmadness', 'sxsw']",this will be fun to watch  ipadmadness rt  apple opening pop up store in austin for sxsw  sxsw
349,apple,positive,"['apple', 'sxsw']",this will be out of control  apple set to open popup shop in core of sxsw action  via  cc 
350,google,neutral,"['sxsw', 'google']",yeah i will be there for sure   rt    check this   sxsw google
351,apple ipad,positive,"['ie9', 'html5', 'sxsw']",celebrate beauty of the web  the msft ie launch  play our new html game to win an ipad   sxsw
352,apple,neutral,"['sxsw', 'winning']",texas has been amazing i have met so many influential people that work at twitter foursquare microsoft and even apple  sxsw winning
353,apple iphone,neutral,['sxsw'],i woke up before my iphone finished recharging that means i got enough sleep last night right  sxsw
354,google,neutral,['sxsw'],the quiet before the storm at sxsw  looking forward to seeing google marissa mayer
355,apple,neutral,"['nfc', 'sxsw', 'sxswnfc']",companies believing in nfc google with the nexus s nokia but also carriers verifone and even apple it seems sxsw sxswnfc
356,apple ipad,negative,"['sxsw', 'japan']",   best thing i have heard this weekend at sxsw i gave my ipad  money to japan relief i do not need an ipad    
357,google,unknown,['sxsw'],hope it better than wave rt  buzz is google previewing a social networking platform at sxsw  
358,apple ipad,positive,['sxsw'],ipad  is better they have had time to improve sxsw
359,google,neutral,['sxsw'],cus it between pacman google singularity or sxsw noobs meetup
360,apple app,positive,"['earthhour', 'sxsw']", go beyond earth hour this year by sharing positive actions with the world download the earthhour   iphone app  sxsw
361,apple ipad,neutral,['sxsw'],so far my biggest sxsw mistake is not bringing my iphone ipad charger
362,google,negative,"['bettersearch', 'google', 'sxsw']",google vs bing on bettersearch bing has a shot at success w structured search  potentially higher margin cpa model vs google  sxsw
363,google,positive,"['seo', 'sxsw', 'qagb']",of course bing results are good they are google  seo sxsw qagb
364,apple ipad,neutral,"['sxsw', 'ipad2']",   black or white ipad  sxsw ipad  that is the question  
365,apple iphone,neutral,['sxsw'],hootsuite blog   social media dashboard  hootsuite mobile for sxsw  updates for iphone blackberry  android 
366,apple iphone,neutral,['sxsw'],hootsuite blog   social media dashboard  hootsuite mobile for sxsw  updates for iphone blackberry  android 
367,apple iphone,neutral,['sxsw'],hoot new blog post hootsuite mobile for sxsw  updates for iphone blackberry  android 
368,apple ipad,neutral,['sxsw'],is anyone bringing their ipad vs their computer to sxsw 
369,apple ipad,positive,['sxsw'],impulsive buy  all your friends at sxsw  i now have one too selling my st gen  gb g ipad now
370,apple ipad,positive,"['geekdate', 'apple', 'sxsw', 'ipad2']",   buying  new ipad with  geekdate apple sxsw ipad   
371,apple,positive,['sxsw'],someone buying herself a present   rt  apple is opening a pop up store in austin for sxsw 
372,apple app,positive,"['sxsw', 'ipad', 'app']",nice find by rsq   sxsw ipad app
373,apple iphone,neutral,"['news', 'ogilvy', 'sxsw', 'trending', 'cyber', 'iphone']",the south by southwest panels illustrated pics  sometimes the best    news ogilvy sxsw trending cyber iphone
374,google,neutral,['sxsw'],my google calendar saturday night is a giant overlap of sxsw parties 
375,google,positive,['sxsw'], you can google canadian tuxedo and lose yourself for hours  sxsw
377,apple,positive,['sxsw'],exciting can t wait rt  apple is opening up a temporary store in downtown austin for sxsw  the ipad  launch 
378,apple app,positive,"['hollergram', 'sxsw']",great for certain meetings rt  hello holler gram our new ipad app  hollergram sxsw
379,google,positive,['sxsw'],dont miss charles chen for android chromeos access at sxsw  the google booth in exhibit hall   pm sxsw
380,android,neutral,['sxsw'],reminder charles chen will be talking about android and chromeos access today  pm  the google booth in exhibit hall   sxsw
381,android,neutral,['sxsw'],tomorrow charles chen will be speaking about android and chromeos access  the google booth in exhibit hall   pm sxsw
382,android,neutral,['sxsw'],re group chat apps for sxsw now been told to d l two more apps not yet avail on android  this point i will need phone just for apps 
